year,state,month,number,date,country
2003,Maranhao,3,16,01-01-03,Brazil
2004,Maranhao,3,18,01-01-04,Brazil
2005,Maranhao,3,9,01-01-05,Brazil
2006,Maranhao,3,14,01-01-06,Brazil
2007,Maranhao,3,52,01-01-07,Brazil
2008,Maranhao,3,4,01-01-08,Brazil
2009,Maranhao,3,33,01-01-09,Brazil
2010,Maranhao,3,82,01-01-10,Brazil
2011,Maranhao,3,22,01-01-11,Brazil
2012,Maranhao,3,49,01-01-12,Brazil
2013,Maranhao,3,30,01-01-13,Brazil
2014,Maranhao,3,59,01-01-14,Brazil
2015,Maranhao,3,53,01-01-15,Brazil
2016,Maranhao,3,113,01-01-16,Brazil
2017,Maranhao,3,32,01-01-17,Brazil
1998,Maranhao,4,0,01-01-98,Brazil
1999,Maranhao,4,4,01-01-99,Brazil
2000,Maranhao,4,6,01-01-00,Brazil
2001,Maranhao,4,2,01-01-01,Brazil
2002,Maranhao,4,28,01-01-02,Brazil
2003,Maranhao,4,79,01-01-03,Brazil
2004,Maranhao,4,44,01-01-04,Brazil
2005,Maranhao,4,43,01-01-05,Brazil
2006,Maranhao,4,9,01-01-06,Brazil
2007,Maranhao,4,5,01-01-07,Brazil
2008,Maranhao,4,26,01-01-08,Brazil
2009,Maranhao,4,14,01-01-09,Brazil
2010,Maranhao,4,128,01-01-10,Brazil
2011,Maranhao,4,37,01-01-11,Brazil
2012,Maranhao,4,97,01-01-12,Brazil
2013,Maranhao,4,62,01-01-13,Brazil
2014,Maranhao,4,78,01-01-14,Brazil
2015,Maranhao,4,119,01-01-15,Brazil
2016,Maranhao,4,113,01-01-16,Brazil
2017,Maranhao,4,91,01-01-17,Brazil
1998,Maranhao,5,0,01-01-98,Brazil
1999,Maranhao,5,3,01-01-99,Brazil
2000,Maranhao,5,28,01-01-00,Brazil
2001,Maranhao,5,21,01-01-01,Brazil
2002,Maranhao,5,71,01-01-02,Brazil
2003,Maranhao,5,60,01-01-03,Brazil
2004,Maranhao,5,145,01-01-04,Brazil
2005,Maranhao,5,74,01-01-05,Brazil
2006,Maranhao,5,5,01-01-06,Brazil
2007,Maranhao,5,73,01-01-07,Brazil
2008,Maranhao,5,26,01-01-08,Brazil
2009,Maranhao,5,19,01-01-09,Brazil
2010,Maranhao,5,273,01-01-10,Brazil
2011,Maranhao,5,73,01-01-11,Brazil
2012,Maranhao,5,286,01-01-12,Brazil
2013,Maranhao,5,100,01-01-13,Brazil
2014,Maranhao,5,148,01-01-14,Brazil
2015,Maranhao,5,194,01-01-15,Brazil
2016,Maranhao,5,206,01-01-16,Brazil
2017,Maranhao,5,142,01-01-17,Brazil
1998,Maranhao,6,78,01-01-98,Brazil
1999,Maranhao,6,32,01-01-99,Brazil
2000,Maranhao,6,94,01-01-00,Brazil
2001,Maranhao,6,100,01-01-01,Brazil
2002,Maranhao,6,230,01-01-02,Brazil
2003,Maranhao,6,338,01-01-03,Brazil
2004,Maranhao,6,706,01-01-04,Brazil
2005,Maranhao,6,529,01-01-05,Brazil
2006,Maranhao,6,131,01-01-06,Brazil
2007,Maranhao,6,515,01-01-07,Brazil
2008,Maranhao,6,235,01-01-08,Brazil
2009,Maranhao,6,279,01-01-09,Brazil
2010,Maranhao,6,494,01-01-10,Brazil
2011,Maranhao,6,602,01-01-11,Brazil
2012,Maranhao,6,915,01-01-12,Brazil
2013,Maranhao,6,498,01-01-13,Brazil
2014,Maranhao,6,812,01-01-14,Brazil
2015,Maranhao,6,887,01-01-15,Brazil
2016,Maranhao,6,709,01-01-16,Brazil
2017,Maranhao,6,885,01-01-17,Brazil
1998,Maranhao,7,274,01-01-98,Brazil
1999,Maranhao,7,258,01-01-99,Brazil
2000,Maranhao,7,233,01-01-00,Brazil
2001,Maranhao,7,549,01-01-01,Brazil
2002,Maranhao,7,1,01-01-02,Brazil
2003,Maranhao,7,1,01-01-03,Brazil
2004,Maranhao,7,1,01-01-04,Brazil
2005,Maranhao,7,1,01-01-05,Brazil
2006,Maranhao,7,512,01-01-06,Brazil
2007,Maranhao,7,1,01-01-07,Brazil
2008,Maranhao,7,502,01-01-08,Brazil
2009,Maranhao,7,972,01-01-09,Brazil
2010,Maranhao,7,2,01-01-10,Brazil
2011,Maranhao,7,1,01-01-11,Brazil
2012,Maranhao,7,3,01-01-12,Brazil
2013,Maranhao,7,1,01-01-13,Brazil
2014,Maranhao,7,2,01-01-14,Brazil
2015,Maranhao,7,1,01-01-15,Brazil
2016,Maranhao,7,2,01-01-16,Brazil
2017,Maranhao,7,2,01-01-17,Brazil
1998,Maranhao,8,1,01-01-98,Brazil
1999,Maranhao,8,895,01-01-99,Brazil
2000,Maranhao,8,839,01-01-00,Brazil
2001,Maranhao,8,2,01-01-01,Brazil
2002,Maranhao,8,3,01-01-02,Brazil
2003,Maranhao,8,2,01-01-03,Brazil
2004,Maranhao,8,1,01-01-04,Brazil
2005,Maranhao,8,2,01-01-05,Brazil
2006,Maranhao,8,1,01-01-06,Brazil
2007,Maranhao,8,8,01-01-07,Brazil
2008,Maranhao,8,713,01-01-08,Brazil
2009,Maranhao,8,1,01-01-09,Brazil
2010,Maranhao,8,6,01-01-10,Brazil
2011,Maranhao,8,2,01-01-11,Brazil
2012,Maranhao,8,10,01-01-12,Brazil
2013,Maranhao,8,2,01-01-13,Brazil
2014,Maranhao,8,5,01-01-14,Brazil
2015,Maranhao,8,5,01-01-15,Brazil
2016,Maranhao,8,3,01-01-16,Brazil
2017,Maranhao,8,3,01-01-17,Brazil
1998,Maranhao,9,3,01-01-98,Brazil
1999,Maranhao,9,1,01-01-99,Brazil
2000,Maranhao,9,1,01-01-00,Brazil
2001,Maranhao,9,4,01-01-01,Brazil
2002,Maranhao,9,3,01-01-02,Brazil
2003,Maranhao,9,5,01-01-03,Brazil
2004,Maranhao,9,4,01-01-04,Brazil
2005,Maranhao,9,6,01-01-05,Brazil
2006,Maranhao,9,2,01-01-06,Brazil
2007,Maranhao,9,8,01-01-07,Brazil
2008,Maranhao,9,2,01-01-08,Brazil
2009,Maranhao,9,2,01-01-09,Brazil
2010,Maranhao,9,9,01-01-10,Brazil
2011,Maranhao,9,4,01-01-11,Brazil
2012,Maranhao,9,7,01-01-12,Brazil
2013,Maranhao,9,3,01-01-13,Brazil
2014,Maranhao,9,4,01-01-14,Brazil
2015,Maranhao,9,6,01-01-15,Brazil
2016,Maranhao,9,3,01-01-16,Brazil
2017,Maranhao,9,14,01-01-17,Brazil
1998,Maranhao,10,5,01-01-98,Brazil
1999,Maranhao,10,3,01-01-99,Brazil
2000,Maranhao,10,2,01-01-00,Brazil
2001,Maranhao,10,6,01-01-01,Brazil
2002,Maranhao,10,5,01-01-02,Brazil
2003,Maranhao,10,6,01-01-03,Brazil
2004,Maranhao,10,3,01-01-04,Brazil
2005,Maranhao,10,6,01-01-05,Brazil
2006,Maranhao,10,3,01-01-06,Brazil
2007,Maranhao,10,4,01-01-07,Brazil
2008,Maranhao,10,3,01-01-08,Brazil
2009,Maranhao,10,1,01-01-09,Brazil
2010,Maranhao,10,3,01-01-10,Brazil
2011,Maranhao,10,2,01-01-11,Brazil
2012,Maranhao,10,5,01-01-12,Brazil
2013,Maranhao,10,2,01-01-13,Brazil
2014,Maranhao,10,5,01-01-14,Brazil
2015,Maranhao,10,6,01-01-15,Brazil
2016,Maranhao,10,5,01-01-16,Brazil
2017,Maranhao,10,6,01-01-17,Brazil
1998,Maranhao,11,2,01-01-98,Brazil
1999,Maranhao,11,1,01-01-99,Brazil
2000,Maranhao,11,2,01-01-00,Brazil
2001,Maranhao,11,3,01-01-01,Brazil
2002,Maranhao,11,5,01-01-02,Brazil
2003,Maranhao,11,4,01-01-03,Brazil
2004,Maranhao,11,6,01-01-04,Brazil
2005,Maranhao,11,4,01-01-05,Brazil
2006,Maranhao,11,2,01-01-06,Brazil
2007,Maranhao,11,2,01-01-07,Brazil
2008,Maranhao,11,2,01-01-08,Brazil
2009,Maranhao,11,5,01-01-09,Brazil
2010,Maranhao,11,4,01-01-10,Brazil
2011,Maranhao,11,2,01-01-11,Brazil
2012,Maranhao,11,2,01-01-12,Brazil
2013,Maranhao,11,2,01-01-13,Brazil
2014,Maranhao,11,3,01-01-14,Brazil
2015,Maranhao,11,4,01-01-15,Brazil
2016,Maranhao,11,3,01-01-16,Brazil
2017,Maranhao,11,2,01-01-17,Brazil
1998,Maranhao,12,1,01-01-98,Brazil
1999,Maranhao,12,1,01-01-99,Brazil
2000,Maranhao,12,1,01-01-00,Brazil
2001,Maranhao,12,1,01-01-01,Brazil
2002,Maranhao,12,2,01-01-02,Brazil
2003,Maranhao,12,2,01-01-03,Brazil
2004,Maranhao,12,3,01-01-04,Brazil
2005,Maranhao,12,1,01-01-05,Brazil
2006,Maranhao,12,1,01-01-06,Brazil
2007,Maranhao,12,800,01-01-07,Brazil
2008,Maranhao,12,1,01-01-08,Brazil
2009,Maranhao,12,1,01-01-09,Brazil
2010,Maranhao,12,1,01-01-10,Brazil
2011,Maranhao,12,1,01-01-11,Brazil
2012,Maranhao,12,1,01-01-12,Brazil
2013,Maranhao,12,2,01-01-13,Brazil
2014,Maranhao,12,2,01-01-14,Brazil
2015,Maranhao,12,3,01-01-15,Brazil
2016,Maranhao,12,1,01-01-16,Brazil
1998,Mato Grosso,1,0,01-01-98,Brazil
1999,Mato Grosso,1,39,01-01-99,Brazil
2000,Mato Grosso,1,44,01-01-00,Brazil
2001,Mato Grosso,1,44,01-01-01,Brazil
2002,Mato Grosso,1,172,01-01-02,Brazil
2003,Mato Grosso,1,896,01-01-03,Brazil
2004,Mato Grosso,1,301,01-01-04,Brazil
2005,Mato Grosso,1,438,01-01-05,Brazil
2006,Mato Grosso,1,947,01-01-06,Brazil
2007,Mato Grosso,1,476,01-01-07,Brazil
2008,Mato Grosso,1,245,01-01-08,Brazil
2009,Mato Grosso,1,527,01-01-09,Brazil
2010,Mato Grosso,1,298,01-01-10,Brazil
2011,Mato Grosso,1,171,01-01-11,Brazil
2012,Mato Grosso,1,166,01-01-12,Brazil
2013,Mato Grosso,1,269,01-01-13,Brazil
2014,Mato Grosso,1,315,01-01-14,Brazil
2015,Mato Grosso,1,960,01-01-15,Brazil
2016,Mato Grosso,1,374,01-01-16,Brazil
2017,Mato Grosso,1,482,01-01-17,Brazil
1998,Mato Grosso,2,0,01-01-98,Brazil
1999,Mato Grosso,2,28,01-01-99,Brazil
2000,Mato Grosso,2,35,01-01-00,Brazil
2001,Mato Grosso,2,54,01-01-01,Brazil
2002,Mato Grosso,2,22,01-01-02,Brazil
2003,Mato Grosso,2,592,01-01-03,Brazil
2004,Mato Grosso,2,272,01-01-04,Brazil
2005,Mato Grosso,2,871,01-01-05,Brazil
2006,Mato Grosso,2,383,01-01-06,Brazil
2007,Mato Grosso,2,213,01-01-07,Brazil
2008,Mato Grosso,2,180,01-01-08,Brazil
2009,Mato Grosso,2,248,01-01-09,Brazil
2010,Mato Grosso,2,431,01-01-10,Brazil
2011,Mato Grosso,2,119,01-01-11,Brazil
2012,Mato Grosso,2,193,01-01-12,Brazil
2013,Mato Grosso,2,375,01-01-13,Brazil
2014,Mato Grosso,2,199,01-01-14,Brazil
2015,Mato Grosso,2,542,01-01-15,Brazil
2016,Mato Grosso,2,1,01-01-16,Brazil
2017,Mato Grosso,2,337,01-01-17,Brazil
1998,Mato Grosso,3,0,01-01-98,Brazil
1999,Mato Grosso,3,18,01-01-99,Brazil
2000,Mato Grosso,3,60,01-01-00,Brazil
2001,Mato Grosso,3,24,01-01-01,Brazil
2002,Mato Grosso,3,103,01-01-02,Brazil
2003,Mato Grosso,3,554,01-01-03,Brazil
2004,Mato Grosso,3,743,01-01-04,Brazil
2005,Mato Grosso,3,362,01-01-05,Brazil
2006,Mato Grosso,3,448,01-01-06,Brazil
2007,Mato Grosso,3,476,01-01-07,Brazil
2008,Mato Grosso,3,180,01-01-08,Brazil
2009,Mato Grosso,3,325,01-01-09,Brazil
2010,Mato Grosso,3,605,01-01-10,Brazil
2011,Mato Grosso,3,252,01-01-11,Brazil
2012,Mato Grosso,3,423,01-01-12,Brazil
2013,Mato Grosso,3,563,01-01-13,Brazil
2014,Mato Grosso,3,655,01-01-14,Brazil
2015,Mato Grosso,3,705,01-01-15,Brazil
2016,Mato Grosso,3,1,01-01-16,Brazil
2017,Mato Grosso,3,719,01-01-17,Brazil
1998,Mato Grosso,4,0,01-01-98,Brazil
1999,Mato Grosso,4,76,01-01-99,Brazil
2000,Mato Grosso,4,59,01-01-00,Brazil
2001,Mato Grosso,4,309,01-01-01,Brazil
2002,Mato Grosso,4,641,01-01-02,Brazil
2003,Mato Grosso,4,903,01-01-03,Brazil
2004,Mato Grosso,4,441,01-01-04,Brazil
2005,Mato Grosso,4,372,01-01-05,Brazil
2006,Mato Grosso,4,161,01-01-06,Brazil
2007,Mato Grosso,4,79,01-01-07,Brazil
2008,Mato Grosso,4,274,01-01-08,Brazil
2009,Mato Grosso,4,169,01-01-09,Brazil
2010,Mato Grosso,4,769,01-01-10,Brazil
2011,Mato Grosso,4,345,01-01-11,Brazil
2012,Mato Grosso,4,521,01-01-12,Brazil
2013,Mato Grosso,4,338,01-01-13,Brazil
2014,Mato Grosso,4,859,01-01-14,Brazil
2015,Mato Grosso,4,947,01-01-15,Brazil
2016,Mato Grosso,4,1,01-01-16,Brazil
2017,Mato Grosso,4,606,01-01-17,Brazil
1998,Mato Grosso,5,0,01-01-98,Brazil
1999,Mato Grosso,5,731,01-01-99,Brazil
2000,Mato Grosso,5,1,01-01-00,Brazil
2001,Mato Grosso,5,1,01-01-01,Brazil
2002,Mato Grosso,5,2,01-01-02,Brazil
2003,Mato Grosso,5,942,01-01-03,Brazil
2004,Mato Grosso,5,2,01-01-04,Brazil
2005,Mato Grosso,5,1,01-01-05,Brazil
2006,Mato Grosso,5,269,01-01-06,Brazil
2007,Mato Grosso,5,359,01-01-07,Brazil
2008,Mato Grosso,5,119,01-01-08,Brazil
2009,Mato Grosso,5,516,01-01-09,Brazil
2010,Mato Grosso,5,1,01-01-10,Brazil
2011,Mato Grosso,5,547,01-01-11,Brazil
2012,Mato Grosso,5,812,01-01-12,Brazil
2013,Mato Grosso,5,739,01-01-13,Brazil
2014,Mato Grosso,5,933,01-01-14,Brazil
2015,Mato Grosso,5,541,01-01-15,Brazil
2016,Mato Grosso,5,1,01-01-16,Brazil
2017,Mato Grosso,5,845,01-01-17,Brazil
1998,Mato Grosso,6,2,01-01-98,Brazil
1999,Mato Grosso,6,2,01-01-99,Brazil
2000,Mato Grosso,6,4,01-01-00,Brazil
2001,Mato Grosso,6,6,01-01-01,Brazil
2002,Mato Grosso,6,7,01-01-02,Brazil
2003,Mato Grosso,6,4,01-01-03,Brazil
2004,Mato Grosso,6,9,01-01-04,Brazil
2005,Mato Grosso,6,2,01-01-05,Brazil
2006,Mato Grosso,6,856,01-01-06,Brazil
2007,Mato Grosso,6,1,01-01-07,Brazil
2008,Mato Grosso,6,403,01-01-08,Brazil
2009,Mato Grosso,6,979,01-01-09,Brazil
2010,Mato Grosso,6,1,01-01-10,Brazil
2011,Mato Grosso,6,974,01-01-11,Brazil
2012,Mato Grosso,6,1,01-01-12,Brazil
2013,Mato Grosso,6,1,01-01-13,Brazil
2014,Mato Grosso,6,1,01-01-14,Brazil
2015,Mato Grosso,6,1,01-01-15,Brazil
2016,Mato Grosso,6,1,01-01-16,Brazil
2017,Mato Grosso,6,2,01-01-17,Brazil
1998,Mato Grosso,7,3,01-01-98,Brazil
1999,Mato Grosso,7,3,01-01-99,Brazil
2000,Mato Grosso,7,1,01-01-00,Brazil
2001,Mato Grosso,7,1,01-01-01,Brazil
2002,Mato Grosso,7,5,01-01-02,Brazil
2003,Mato Grosso,7,5,01-01-03,Brazil
2004,Mato Grosso,7,11,01-01-04,Brazil
2005,Mato Grosso,7,4,01-01-05,Brazil
2006,Mato Grosso,7,1,01-01-06,Brazil
2007,Mato Grosso,7,1,01-01-07,Brazil
2008,Mato Grosso,7,1,01-01-08,Brazil
2009,Mato Grosso,7,1,01-01-09,Brazil
2010,Mato Grosso,7,3,01-01-10,Brazil
2011,Mato Grosso,7,1,01-01-11,Brazil
2012,Mato Grosso,7,2,01-01-12,Brazil
2013,Mato Grosso,7,1,01-01-13,Brazil
2014,Mato Grosso,7,2,01-01-14,Brazil
2015,Mato Grosso,7,1,01-01-15,Brazil
2016,Mato Grosso,7,3,01-01-16,Brazil
2017,Mato Grosso,7,2,01-01-17,Brazil
1998,Mato Grosso,8,15,01-01-98,Brazil
1999,Mato Grosso,8,18,01-01-99,Brazil
2000,Mato Grosso,8,6,01-01-00,Brazil
2001,Mato Grosso,8,7,01-01-01,Brazil
2002,Mato Grosso,8,14,01-01-02,Brazil
2003,Mato Grosso,8,11,01-01-03,Brazil
2004,Mato Grosso,8,13,01-01-04,Brazil
2005,Mato Grosso,8,11,01-01-05,Brazil
2006,Mato Grosso,8,6,01-01-06,Brazil
2007,Mato Grosso,8,14,01-01-07,Brazil
2008,Mato Grosso,8,2,01-01-08,Brazil
2009,Mato Grosso,8,2,01-01-09,Brazil
2010,Mato Grosso,8,14,01-01-10,Brazil
2011,Mato Grosso,8,2,01-01-11,Brazil
2012,Mato Grosso,8,6,01-01-12,Brazil
2013,Mato Grosso,8,3,01-01-13,Brazil
2014,Mato Grosso,8,7,01-01-14,Brazil
2015,Mato Grosso,8,5,01-01-15,Brazil
2016,Mato Grosso,8,6,01-01-16,Brazil
2017,Mato Grosso,8,6,01-01-17,Brazil
1998,Mato Grosso,9,10,01-01-98,Brazil
1999,Mato Grosso,9,11,01-01-99,Brazil
2000,Mato Grosso,9,6,01-01-00,Brazil
2001,Mato Grosso,9,8,01-01-01,Brazil
2002,Mato Grosso,9,11,01-01-02,Brazil
2003,Mato Grosso,9,15,01-01-03,Brazil
2004,Mato Grosso,9,24,01-01-04,Brazil
2005,Mato Grosso,9,20,01-01-05,Brazil
2006,Mato Grosso,9,12,01-01-06,Brazil
2007,Mato Grosso,9,25,01-01-07,Brazil
2008,Mato Grosso,9,7,01-01-08,Brazil
2009,Mato Grosso,9,3,01-01-09,Brazil
2010,Mato Grosso,9,18,01-01-10,Brazil
2011,Mato Grosso,9,6,01-01-11,Brazil
2012,Mato Grosso,9,10,01-01-12,Brazil
2013,Mato Grosso,9,5,01-01-13,Brazil
2014,Mato Grosso,9,7,01-01-14,Brazil
2015,Mato Grosso,9,11,01-01-15,Brazil
2016,Mato Grosso,9,8,01-01-16,Brazil
2017,Mato Grosso,9,23,01-01-17,Brazil
1998,Mato Grosso,10,2,01-01-98,Brazil
1999,Mato Grosso,10,6,01-01-99,Brazil
2000,Mato Grosso,10,6,01-01-00,Brazil
2001,Mato Grosso,10,6,01-01-01,Brazil
2002,Mato Grosso,10,9,01-01-02,Brazil
2003,Mato Grosso,10,5,01-01-03,Brazil
2004,Mato Grosso,10,9,01-01-04,Brazil
2005,Mato Grosso,10,7,01-01-05,Brazil
2006,Mato Grosso,10,2,01-01-06,Brazil
2007,Mato Grosso,10,4,01-01-07,Brazil
2008,Mato Grosso,10,6,01-01-08,Brazil
2009,Mato Grosso,10,2,01-01-09,Brazil
2010,Mato Grosso,10,4,01-01-10,Brazil
2011,Mato Grosso,10,2,01-01-11,Brazil
2012,Mato Grosso,10,2,01-01-12,Brazil
2013,Mato Grosso,10,1,01-01-13,Brazil
2014,Mato Grosso,10,5,01-01-14,Brazil
2015,Mato Grosso,10,6,01-01-15,Brazil
2016,Mato Grosso,10,2,01-01-16,Brazil
2017,Mato Grosso,10,4,01-01-17,Brazil
1998,Mato Grosso,11,182,01-01-98,Brazil
1999,Mato Grosso,11,842,01-01-99,Brazil
2000,Mato Grosso,11,502,01-01-00,Brazil
2001,Mato Grosso,11,373,01-01-01,Brazil
2002,Mato Grosso,11,2,01-01-02,Brazil
2003,Mato Grosso,11,2,01-01-03,Brazil
2004,Mato Grosso,11,2,01-01-04,Brazil
2005,Mato Grosso,11,1,01-01-05,Brazil
2006,Mato Grosso,11,1,01-01-06,Brazil
2007,Mato Grosso,11,299,01-01-07,Brazil
2008,Mato Grosso,11,190,01-01-08,Brazil
2009,Mato Grosso,11,588,01-01-09,Brazil
2010,Mato Grosso,11,768,01-01-10,Brazil
2011,Mato Grosso,11,1,01-01-11,Brazil
2012,Mato Grosso,11,375,01-01-12,Brazil
2013,Mato Grosso,11,1,01-01-13,Brazil
2014,Mato Grosso,11,1,01-01-14,Brazil
2015,Mato Grosso,11,1,01-01-15,Brazil
2016,Mato Grosso,11,918,01-01-16,Brazil
2017,Mato Grosso,11,813,01-01-17,Brazil
1998,Mato Grosso,12,76,01-01-98,Brazil
1999,Mato Grosso,12,47,01-01-99,Brazil
2000,Mato Grosso,12,98,01-01-00,Brazil
2001,Mato Grosso,12,37,01-01-01,Brazil
2002,Mato Grosso,12,1,01-01-02,Brazil
2003,Mato Grosso,12,1,01-01-03,Brazil
2004,Mato Grosso,12,1,01-01-04,Brazil
2005,Mato Grosso,12,246,01-01-05,Brazil
2006,Mato Grosso,12,23,01-01-06,Brazil
2007,Mato Grosso,12,81,01-01-07,Brazil
2008,Mato Grosso,12,159,01-01-08,Brazil
2009,Mato Grosso,12,171,01-01-09,Brazil
2010,Mato Grosso,12,846,01-01-10,Brazil
2011,Mato Grosso,12,431,01-01-11,Brazil
2012,Mato Grosso,12,492,01-01-12,Brazil
2013,Mato Grosso,12,447,01-01-13,Brazil
2014,Mato Grosso,12,466,01-01-14,Brazil
2015,Mato Grosso,12,1,01-01-15,Brazil
2016,Mato Grosso,12,425,01-01-16,Brazil
1998,Mato Grosso do Sul,1,0,01-01-98,Brazil
1999,Mato Grosso do Sul,1,239,01-01-99,Brazil
2000,Mato Grosso do Sul,1,326,01-01-00,Brazil
2001,Mato Grosso do Sul,1,97,01-01-01,Brazil
2002,Mato Grosso do Sul,1,304,01-01-02,Brazil
2003,Mato Grosso do Sul,1,182,01-01-03,Brazil
2004,Mato Grosso do Sul,1,258,01-01-04,Brazil
2005,Mato Grosso do Sul,1,59,01-01-05,Brazil
2006,Mato Grosso do Sul,1,59,01-01-06,Brazil
2007,Mato Grosso do Sul,1,19,01-01-07,Brazil
2008,Mato Grosso do Sul,1,63,01-01-08,Brazil
2009,Mato Grosso do Sul,1,229,01-01-09,Brazil
2010,Mato Grosso do Sul,1,72,01-01-10,Brazil
2011,Mato Grosso do Sul,1,129,01-01-11,Brazil
2012,Mato Grosso do Sul,1,201,01-01-12,Brazil
2013,Mato Grosso do Sul,1,174,01-01-13,Brazil
2014,Mato Grosso do Sul,1,197,01-01-14,Brazil
2015,Mato Grosso do Sul,1,226,01-01-15,Brazil
2016,Mato Grosso do Sul,1,127,01-01-16,Brazil
2017,Mato Grosso do Sul,1,355,01-01-17,Brazil
1998,Mato Grosso do Sul,2,0,01-01-98,Brazil
1999,Mato Grosso do Sul,2,69,01-01-99,Brazil
2000,Mato Grosso do Sul,2,81,01-01-00,Brazil
2001,Mato Grosso do Sul,2,89,01-01-01,Brazil
2002,Mato Grosso do Sul,2,98,01-01-02,Brazil
2003,Mato Grosso do Sul,2,108,01-01-03,Brazil
2004,Mato Grosso do Sul,2,169,01-01-04,Brazil
2005,Mato Grosso do Sul,2,221,01-01-05,Brazil
2006,Mato Grosso do Sul,2,104,01-01-06,Brazil
2007,Mato Grosso do Sul,2,111,01-01-07,Brazil
2008,Mato Grosso do Sul,2,78,01-01-08,Brazil
2009,Mato Grosso do Sul,2,164,01-01-09,Brazil
2010,Mato Grosso do Sul,2,157,01-01-10,Brazil
2011,Mato Grosso do Sul,2,61,01-01-11,Brazil
2012,Mato Grosso do Sul,2,112,01-01-12,Brazil
2013,Mato Grosso do Sul,2,100,01-01-13,Brazil
2014,Mato Grosso do Sul,2,139,01-01-14,Brazil
2015,Mato Grosso do Sul,2,148,01-01-15,Brazil
2016,Mato Grosso do Sul,2,187,01-01-16,Brazil
2017,Mato Grosso do Sul,2,165,01-01-17,Brazil
1998,Mato Grosso do Sul,3,0,01-01-98,Brazil
1999,Mato Grosso do Sul,3,100,01-01-99,Brazil
2000,Mato Grosso do Sul,3,23,01-01-00,Brazil
2001,Mato Grosso do Sul,3,39,01-01-01,Brazil
2002,Mato Grosso do Sul,3,115,01-01-02,Brazil
2003,Mato Grosso do Sul,3,137,01-01-03,Brazil
2004,Mato Grosso do Sul,3,225,01-01-04,Brazil
2005,Mato Grosso do Sul,3,158,01-01-05,Brazil
2006,Mato Grosso do Sul,3,137,01-01-06,Brazil
2007,Mato Grosso do Sul,3,137,01-01-07,Brazil
2008,Mato Grosso do Sul,3,97,01-01-08,Brazil
2009,Mato Grosso do Sul,3,118,01-01-09,Brazil
2010,Mato Grosso do Sul,3,149,01-01-10,Brazil
2011,Mato Grosso do Sul,3,37,01-01-11,Brazil
2012,Mato Grosso do Sul,3,169,01-01-12,Brazil
2013,Mato Grosso do Sul,3,158,01-01-13,Brazil
2014,Mato Grosso do Sul,3,95,01-01-14,Brazil
2015,Mato Grosso do Sul,3,190,01-01-15,Brazil
2016,Mato Grosso do Sul,3,143,01-01-16,Brazil
2017,Mato Grosso do Sul,3,170,01-01-17,Brazil
1998,Mato Grosso do Sul,4,0,01-01-98,Brazil
1999,Mato Grosso do Sul,4,97,01-01-99,Brazil
2000,Mato Grosso do Sul,4,90,01-01-00,Brazil
2001,Mato Grosso do Sul,4,108,01-01-01,Brazil
2002,Mato Grosso do Sul,4,230,01-01-02,Brazil
2003,Mato Grosso do Sul,4,126,01-01-03,Brazil
2004,Mato Grosso do Sul,4,97,01-01-04,Brazil
2005,Mato Grosso do Sul,4,126,01-01-05,Brazil
2006,Mato Grosso do Sul,4,51,01-01-06,Brazil
2007,Mato Grosso do Sul,4,46,01-01-07,Brazil
2008,Mato Grosso do Sul,4,72,01-01-08,Brazil
2009,Mato Grosso do Sul,4,291,01-01-09,Brazil
2010,Mato Grosso do Sul,4,136,01-01-10,Brazil
2011,Mato Grosso do Sul,4,23,01-01-11,Brazil
2012,Mato Grosso do Sul,4,97,01-01-12,Brazil
2013,Mato Grosso do Sul,4,78,01-01-13,Brazil
2014,Mato Grosso do Sul,4,129,01-01-14,Brazil
2015,Mato Grosso do Sul,4,65,01-01-15,Brazil
2016,Mato Grosso do Sul,4,161,01-01-16,Brazil
2017,Mato Grosso do Sul,4,59,01-01-17,Brazil
1998,Mato Grosso do Sul,5,0,01-01-98,Brazil
1999,Mato Grosso do Sul,5,206,01-01-99,Brazil
2000,Mato Grosso do Sul,5,127,01-01-00,Brazil
2001,Mato Grosso do Sul,5,112,01-01-01,Brazil
2002,Mato Grosso do Sul,5,88,01-01-02,Brazil
2003,Mato Grosso do Sul,5,74,01-01-03,Brazil
2004,Mato Grosso do Sul,5,25,01-01-04,Brazil
2005,Mato Grosso do Sul,5,328,01-01-05,Brazil
2006,Mato Grosso do Sul,5,99,01-01-06,Brazil
2007,Mato Grosso do Sul,5,62,01-01-07,Brazil
2008,Mato Grosso do Sul,5,34,01-01-08,Brazil
2009,Mato Grosso do Sul,5,927,01-01-09,Brazil
2010,Mato Grosso do Sul,5,105,01-01-10,Brazil
2011,Mato Grosso do Sul,5,81,01-01-11,Brazil
2012,Mato Grosso do Sul,5,157,01-01-12,Brazil
2013,Mato Grosso do Sul,5,72,01-01-13,Brazil
2014,Mato Grosso do Sul,5,70,01-01-14,Brazil
2015,Mato Grosso do Sul,5,58,01-01-15,Brazil
2016,Mato Grosso do Sul,5,97,01-01-16,Brazil
2017,Mato Grosso do Sul,5,72,01-01-17,Brazil
1998,Mato Grosso do Sul,6,82,01-01-98,Brazil
1999,Mato Grosso do Sul,6,127,01-01-99,Brazil
2000,Mato Grosso do Sul,6,157,01-01-00,Brazil
